"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"202",2013,9,11,1659,1700,-1,2122,2008,74,"DL",1394,"N3767","JFK","PDX",331,2454,17,0,2013-09-11 17:00:00
"203",2013,7,30,1452,1500,-8,1711,1724,-13,"EV",5199,"N707EV","LGA","CHS",95,641,15,0,2013-07-30 15:00:00
"204",2013,12,30,2117,2025,52,16,2340,36,"UA",314,"N598UA","JFK","LAX",334,2475,20,25,2013-12-30 20:00:00
"205",2013,12,2,1453,1359,54,1556,1508,48,"B6",118,"N229JB","JFK","BOS",34,187,13,59,2013-12-02 13:00:00
"206",2013,11,13,1335,1340,-5,1634,1652,-18,"DL",1779,"N906DL","LGA","FLL",153,1076,13,40,2013-11-13 13:00:00
"207",2013,10,30,610,615,-5,801,818,-17,"US",1989,"N554UW","EWR","CLT",81,529,6,15,2013-10-30 06:00:00
"208",2013,8,25,626,630,-4,849,904,-15,"B6",1099,"N607JB","LGA","MCO",120,950,6,30,2013-08-25 06:00:00
"209",2013,4,29,2146,2130,16,35,16,19,"B6",383,"N729JB","LGA","FLL",153,1076,21,30,2013-04-29 21:00:00
"210",2013,4,29,911,912,-1,1158,1200,-2,"B6",59,"N193JB","JFK","TPA",146,1005,9,12,2013-04-29 09:00:00
"211",2013,5,7,2040,1929,71,2241,2229,12,"AA",2075,"N558AA","EWR","DFW",164,1372,19,29,2013-05-07 19:00:00
"212",2013,2,21,1925,1838,47,2244,2210,34,"UA",389,"N512UA","JFK","SFO",339,2586,18,38,2013-02-21 18:00:00
"213",2013,1,18,726,730,-4,1023,1040,-17,"AA",2083,"N455AA","EWR","DFW",211,1372,7,30,2013-01-18 07:00:00
"214",2013,4,15,736,730,6,1036,1110,-34,"VX",11,"N835VA","JFK","SFO",339,2586,7,30,2013-04-15 07:00:00
"215",2013,2,14,2017,2005,12,2340,2335,5,"VX",415,"N638VA","JFK","LAX",337,2475,20,5,2013-02-14 20:00:00
"216",2013,8,18,1129,1136,-7,1332,1338,-6,"YV",2729,"N928LR","LGA","CLT",85,544,11,36,2013-08-18 11:00:00
"217",2013,6,26,1323,1327,-4,1520,1545,-25,"F9",507,"N206FR","LGA","DEN",204,1620,13,27,2013-06-26 13:00:00
"218",2013,12,4,2212,2215,-3,2314,2325,-11,"EV",4565,"N16951","EWR","SYR",37,195,22,15,2013-12-04 22:00:00
"219",2013,4,21,1710,1710,0,1838,1915,-37,"AA",1351,"N3ENAA","JFK","ORD",117,740,17,10,2013-04-21 17:00:00
"220",2013,1,16,2248,2105,103,26,2217,129,"EV",4119,"N14186","EWR","RIC",57,277,21,5,2013-01-16 21:00:00
"221",2013,4,16,1356,1359,-3,1613,1629,-16,"DL",2247,"N688DL","LGA","ATL",109,762,13,59,2013-04-16 13:00:00
"222",2013,11,18,1644,1650,-6,1947,2002,-15,"B6",89,"N607JB","JFK","SAN",341,2446,16,50,2013-11-18 16:00:00
"223",2013,11,30,742,745,-3,1022,1040,-18,"MQ",3066,"N526MQ","JFK","TPA",138,1005,7,45,2013-11-30 07:00:00
"224",2013,10,30,1703,1706,-3,1821,1818,3,"B6",2580,"N324JB","EWR","BOS",49,200,17,6,2013-10-30 17:00:00
"225",2013,4,4,1421,1430,-9,1523,1554,-31,"EV",5766,"N832AS","LGA","IAD",46,229,14,30,2013-04-04 14:00:00
"226",2013,4,25,1759,1800,-1,2057,2035,22,"DL",61,"N623DL","LGA","ATL",113,762,18,0,2013-04-25 18:00:00
"227",2013,4,22,1006,910,56,1306,1158,68,"B6",517,"N625JB","EWR","MCO",156,937,9,10,2013-04-22 09:00:00
"228",2013,4,5,917,912,5,1231,1200,31,"B6",59,"N274JB","JFK","TPA",174,1005,9,12,2013-04-05 09:00:00
"229",2013,2,14,1027,1029,-2,1249,1300,-11,"UA",644,"N563UA","LGA","DEN",225,1620,10,29,2013-02-14 10:00:00
"230",2013,11,3,927,930,-3,1406,1417,-11,"B6",403,"N634JB","JFK","SJU",197,1598,9,30,2013-11-03 09:00:00
"231",2013,8,13,554,600,-6,741,751,-10,"EV",5068,"N748EV","EWR","DTW",89,488,6,0,2013-08-13 06:00:00
"232",2013,4,1,1213,1220,-7,1327,1350,-23,"MQ",3697,"N516MQ","EWR","ORD",108,719,12,20,2013-04-01 12:00:00
"233",2013,11,7,1127,1135,-8,1324,1338,-14,"9E",3373,"N905XJ","EWR","MSP",154,1008,11,35,2013-11-07 11:00:00
"234",2013,12,17,NA,1930,NA,NA,2155,NA,"9E",3445,NA,"LGA","DSM",NA,1031,19,30,2013-12-17 19:00:00
"235",2013,12,4,1906,1830,36,2133,2124,9,"B6",183,"N586JB","JFK","MCO",125,944,18,30,2013-12-04 18:00:00
"236",2013,10,14,2103,2100,3,2248,2245,3,"MQ",3384,"N507MQ","LGA","CLT",81,544,21,0,2013-10-14 21:00:00
"237",2013,4,17,647,650,-3,926,945,-19,"AA",711,"N3EJAA","LGA","DFW",198,1389,6,50,2013-04-17 06:00:00
"238",2013,3,5,1754,1754,0,2126,2109,17,"UA",1127,"N75853","EWR","SFO",344,2565,17,54,2013-03-05 17:00:00
"239",2013,5,16,1606,1550,16,1746,1708,38,"EV",3824,"N16954","EWR","BNA",115,748,15,50,2013-05-16 15:00:00
"240",2013,4,18,NA,1555,NA,NA,1715,NA,"MQ",3695,"N514MQ","EWR","ORD",NA,719,15,55,2013-04-18 15:00:00
"241",2013,8,2,1820,1824,-4,2123,2129,-6,"B6",1013,"N618JB","JFK","LGB",312,2465,18,24,2013-08-02 18:00:00
"242",2013,3,8,28,2015,253,247,2320,207,"UA",299,"N401UA","EWR","DFW",186,1372,20,15,2013-03-08 20:00:00
"243",2013,1,1,2056,2004,52,2156,2112,44,"EV",4170,"N12540","EWR","ALB",31,143,20,4,2013-01-01 20:00:00
"244",2013,2,11,1653,1548,65,1927,1830,57,"DL",95,"N3766","JFK","ATL",128,760,15,48,2013-02-11 15:00:00
"245",2013,9,25,702,710,-8,1000,1015,-15,"DL",1879,"N371NB","LGA","FLL",142,1076,7,10,2013-09-25 07:00:00
"246",2013,8,18,1805,1629,96,2104,1927,97,"B6",1161,"N504JB","LGA","PBI",146,1035,16,29,2013-08-18 16:00:00
"247",2013,11,23,1026,1030,-4,1313,1324,-11,"B6",925,"N516JB","JFK","TPA",150,1005,10,30,2013-11-23 10:00:00
"248",2013,4,25,1958,1935,23,2338,2249,49,"UA",1010,"N17730","EWR","MIA",168,1085,19,35,2013-04-25 19:00:00
"249",2013,6,19,1815,1815,0,2155,2140,15,"DL",17,"N199DN","JFK","LAX",336,2475,18,15,2013-06-19 18:00:00
"250",2013,9,4,1021,1030,-9,1316,1340,-24,"VX",187,"N621VA","EWR","SFO",333,2565,10,30,2013-09-04 10:00:00
"251",2013,1,9,1305,1245,20,1615,1550,25,"AA",745,"N3JEAA","LGA","DFW",221,1389,12,45,2013-01-09 12:00:00
"252",2013,12,26,611,615,-4,807,818,-11,"US",1963,"N186US","EWR","CLT",96,529,6,15,2013-12-26 06:00:00
"253",2013,9,17,805,810,-5,1033,1100,-27,"UA",1218,"N16701","EWR","DFW",177,1372,8,10,2013-09-17 08:00:00
"254",2013,11,10,1912,1830,42,2050,1950,60,"MQ",3486,"N537MQ","LGA","BNA",118,764,18,30,2013-11-10 18:00:00
"255",2013,12,6,2121,2059,22,2316,2244,32,"B6",105,"N296JB","JFK","ORD",145,740,20,59,2013-12-06 20:00:00
"256",2013,4,30,1522,1530,-8,1641,1710,-29,"9E",4178,"N8903A","JFK","ROC",47,264,15,30,2013-04-30 15:00:00
"257",2013,10,30,1951,1956,-5,2154,2155,-1,"DL",2131,"N336NB","LGA","DTW",81,502,19,56,2013-10-30 19:00:00
"258",2013,10,2,1347,1350,-3,1620,1643,-23,"B6",1783,"N534JB","JFK","MCO",131,944,13,50,2013-10-02 13:00:00
"259",2013,10,21,1308,1311,-3,1443,1449,-6,"EV",3822,"N15973","EWR","GSO",78,445,13,11,2013-10-21 13:00:00
"260",2013,3,25,2045,1959,46,2332,2303,29,"UA",524,"N412UA","EWR","IAH",203,1400,19,59,2013-03-25 19:00:00
"261",2013,7,26,1434,1440,-6,1645,1643,2,"DL",1231,"N360NB","LGA","DTW",76,502,14,40,2013-07-26 14:00:00
"262",2013,7,5,1205,1210,-5,1435,1500,-25,"AA",743,"N426AA","LGA","DFW",187,1389,12,10,2013-07-05 12:00:00
"263",2013,1,6,658,700,-2,836,835,1,"UA",297,"N463UA","EWR","ORD",119,719,7,0,2013-01-06 07:00:00
"264",2013,8,11,1431,1440,-9,1640,1647,-7,"B6",575,"N192JB","JFK","MSY",161,1182,14,40,2013-08-11 14:00:00
"265",2013,3,8,1956,1706,170,2241,2016,145,"B6",15,"N236JB","JFK","FLL",136,1069,17,6,2013-03-08 17:00:00
"266",2013,11,9,1151,1200,-9,1240,1309,-29,"US",2146,"N955UW","LGA","BOS",33,184,12,0,2013-11-09 12:00:00
"267",2013,7,17,558,600,-2,836,830,6,"AA",707,"N3JTAA","LGA","DFW",179,1389,6,0,2013-07-17 06:00:00
"268",2013,8,21,728,730,-2,1007,1025,-18,"AA",33,"N319AA","JFK","LAX",298,2475,7,30,2013-08-21 07:00:00
"269",2013,2,1,1302,1245,17,1600,1550,10,"AA",745,"N3GDAA","LGA","DFW",209,1389,12,45,2013-02-01 12:00:00
"270",2013,2,26,1512,1515,-3,1806,1805,1,"UA",1674,"N78060","EWR","IAH",208,1400,15,15,2013-02-26 15:00:00
"271",2013,7,9,1546,1545,1,1843,1814,29,"DL",1705,"N353NB","LGA","MSY",147,1183,15,45,2013-07-09 15:00:00
"272",2013,6,25,557,600,-3,756,824,-28,"DL",461,"N678DL","LGA","ATL",100,762,6,0,2013-06-25 06:00:00
"273",2013,7,16,729,724,5,1001,1003,-2,"UA",1592,"N81449","EWR","MCO",122,937,7,24,2013-07-16 07:00:00
"274",2013,10,18,1138,1145,-7,1359,1403,-4,"DL",401,"N324NB","EWR","ATL",119,746,11,45,2013-10-18 11:00:00
"275",2013,8,6,2025,2030,-5,2129,2211,-42,"EV",5048,"N398CA","LGA","RIC",46,292,20,30,2013-08-06 20:00:00
"276",2013,2,20,1131,1135,-4,1446,1446,0,"DL",950,"N367NW","LGA","FLL",163,1076,11,35,2013-02-20 11:00:00
"277",2013,2,5,1553,1600,-7,1846,1912,-26,"DL",4,"N3769L","JFK","MCO",140,944,16,0,2013-02-05 16:00:00
"278",2013,5,29,1456,1500,-4,1646,1722,-36,"EV",4971,"N709EV","LGA","CHS",87,641,15,0,2013-05-29 15:00:00
"279",2013,9,20,1605,1600,5,1829,1852,-23,"DL",2459,"N388DA","JFK","MCO",118,944,16,0,2013-09-20 16:00:00
"280",2013,9,20,627,630,-3,739,753,-14,"B6",905,"N568JB","JFK","ORD",108,740,6,30,2013-09-20 06:00:00
"281",2013,5,22,1351,1342,9,1501,1449,12,"EV",3832,"N13968","EWR","PWM",47,284,13,42,2013-05-22 13:00:00
"282",2013,3,20,756,800,-4,958,1004,-6,"B6",1273,"N228JB","JFK","CHS",104,636,8,0,2013-03-20 08:00:00
"283",2013,9,12,NA,1757,NA,NA,1954,NA,"EV",4410,"N11113","EWR","CAE",NA,602,17,57,2013-09-12 17:00:00
"284",2013,7,26,1334,1315,19,1510,1449,21,"EV",4552,"N13989","EWR","GSO",68,445,13,15,2013-07-26 13:00:00
"285",2013,10,9,2026,2025,1,2314,2342,-28,"DL",2065,"N372DA","JFK","FLL",143,1069,20,25,2013-10-09 20:00:00
"286",2013,1,20,1555,1555,0,1749,1746,3,"B6",1053,"N266JB","JFK","PIT",84,340,15,55,2013-01-20 15:00:00
"287",2013,10,3,1609,1615,-6,1851,1824,27,"DL",1619,"N910DL","LGA","MSP",165,1020,16,15,2013-10-03 16:00:00
"288",2013,3,10,1504,1507,-3,1837,1902,-25,"B6",703,"N796JB","JFK","SJU",186,1598,15,7,2013-03-10 15:00:00
"289",2013,7,28,2059,2059,0,2238,2245,-7,"EV",4672,"N13566","EWR","STL",130,872,20,59,2013-07-28 20:00:00
"290",2013,6,13,758,800,-2,919,922,-3,"UA",1199,"N16713","EWR","BOS",38,200,8,0,2013-06-13 08:00:00
"291",2013,6,3,625,630,-5,932,916,16,"B6",27,"N789JB","JFK","TPA",149,1005,6,30,2013-06-03 06:00:00
"292",2013,11,1,602,600,2,843,815,28,"FL",345,"N353AT","LGA","ATL",131,762,6,0,2013-11-01 06:00:00
"293",2013,11,2,1043,1045,-2,1208,1218,-10,"UA",1263,"N24729","LGA","ORD",113,733,10,45,2013-11-02 10:00:00
"294",2013,7,11,1522,1510,12,1645,1643,2,"UA",253,"N556UA","EWR","ORD",107,719,15,10,2013-07-11 15:00:00
"295",2013,11,11,2058,2106,-8,2212,2213,-1,"B6",2680,"N190JB","EWR","BOS",45,200,21,6,2013-11-11 21:00:00
"296",2013,7,27,2121,2129,-8,2305,2328,-23,"EV",4700,"N12924","EWR","CLT",83,529,21,29,2013-07-27 21:00:00
"297",2013,6,21,1915,1915,0,2132,2211,-39,"DL",1629,"N380DA","JFK","LAS",283,2248,19,15,2013-06-21 19:00:00
"298",2013,4,28,1659,1655,4,1957,2030,-33,"VX",413,"N642VA","JFK","LAX",322,2475,16,55,2013-04-28 16:00:00
"299",2013,5,23,1627,1629,-2,2052,1941,71,"UA",789,"N418UA","EWR","LAX",328,2454,16,29,2013-05-23 16:00:00
"300",2013,8,20,943,950,-7,1143,1220,-37,"VX",251,"N638VA","JFK","LAS",275,2248,9,50,2013-08-20 09:00:00
"301",2013,12,6,1843,1840,3,2126,2110,16,"UA",485,"N457UA","EWR","DEN",246,1605,18,40,2013-12-06 18:00:00
"302",2013,1,28,1723,1719,4,2006,1945,21,"UA",509,"N593UA","LGA","DEN",255,1620,17,19,2013-01-28 17:00:00
"303",2013,2,4,1516,1358,78,1816,1700,76,"UA",385,"N419UA","EWR","IAH",222,1400,13,58,2013-02-04 13:00:00
"304",2013,2,14,928,835,53,1156,1105,51,"MQ",4610,"N526MQ","LGA","ATL",115,762,8,35,2013-02-14 08:00:00
"305",2013,1,11,831,835,-4,1123,1150,-27,"AA",717,"N3CHAA","LGA","DFW",207,1389,8,35,2013-01-11 08:00:00
"306",2013,2,21,1516,1500,16,1718,1655,23,"MQ",4429,"N725MQ","LGA","CMH",90,479,15,0,2013-02-21 15:00:00
"307",2013,5,2,757,759,-2,904,931,-27,"UA",279,"N453UA","EWR","ORD",101,719,7,59,2013-05-02 07:00:00
"308",2013,2,24,604,600,4,908,927,-19,"UA",1205,"N76504","EWR","LAX",337,2454,6,0,2013-02-24 06:00:00
"309",2013,2,1,1700,1700,0,2009,2006,3,"B6",509,"N590JB","EWR","FLL",162,1065,17,0,2013-02-01 17:00:00
"310",2013,10,20,1353,1350,3,1646,1643,3,"B6",1783,"N644JB","JFK","MCO",146,944,13,50,2013-10-20 13:00:00
"311",2013,2,28,1855,1857,-2,2155,2158,-3,"UA",1203,"N13718","EWR","PBI",154,1023,18,57,2013-02-28 18:00:00
"312",2013,4,23,1856,1845,11,2118,2110,8,"9E",3403,"N931XJ","JFK","MCI",170,1113,18,45,2013-04-23 18:00:00
"313",2013,2,28,1613,1615,-2,1746,1815,-29,"9E",3330,"N906XJ","JFK","RDU",71,427,16,15,2013-02-28 16:00:00
"314",2013,3,30,951,956,-5,1232,1240,-8,"B6",197,"N821JB","JFK","LAS",319,2248,9,56,2013-03-30 09:00:00
"315",2013,11,8,1457,1505,-8,1647,1655,-8,"MQ",3391,"N808MQ","LGA","CMH",80,479,15,5,2013-11-08 15:00:00
"316",2013,3,23,1501,1455,6,1846,1819,27,"UA",458,"N818UA","EWR","SFO",357,2565,14,55,2013-03-23 14:00:00
"317",2013,4,21,856,900,-4,951,1035,-44,"EV",5025,"N761ND","LGA","BTV",42,258,9,0,2013-04-21 09:00:00
"318",2013,6,23,1801,1730,31,2020,1956,24,"F9",837,"N210FR","LGA","DEN",235,1620,17,30,2013-06-23 17:00:00
"319",2013,9,20,1645,1545,60,1937,1855,42,"DL",31,"N3767","JFK","SLC",267,1990,15,45,2013-09-20 15:00:00
"320",2013,9,16,2022,2029,-7,2312,2331,-19,"UA",1615,"N37468","EWR","AUS",191,1504,20,29,2013-09-16 20:00:00
"321",2013,8,8,2043,1920,83,2235,2100,95,"AA",361,"N3JVAA","LGA","ORD",119,733,19,20,2013-08-08 19:00:00
"322",2013,2,24,1247,1300,-13,1359,1407,-8,"US",2175,"N762US","LGA","DCA",46,214,13,0,2013-02-24 13:00:00
"323",2013,12,20,1049,1046,3,1239,1222,17,"UA",1622,"N17730","EWR","ORD",131,719,10,46,2013-12-20 10:00:00
"324",2013,3,6,2234,2040,114,2328,2148,100,"B6",1178,"N317JB","EWR","BOS",41,200,20,40,2013-03-06 20:00:00
"325",2013,7,15,2039,2030,9,2214,2211,3,"EV",5048,"N724EV","LGA","RIC",44,292,20,30,2013-07-15 20:00:00
"326",2013,1,26,1623,1635,-12,1716,1750,-34,"B6",1176,"N229JB","EWR","BOS",41,200,16,35,2013-01-26 16:00:00
"327",2013,2,9,NA,1445,NA,NA,1744,NA,"B6",153,"N649JB","JFK","MCO",NA,944,14,45,2013-02-09 14:00:00
"328",2013,4,25,722,700,22,857,831,26,"UA",583,"N408UA","LGA","ORD",124,733,7,0,2013-04-25 07:00:00
"329",2013,7,13,1926,1515,251,2155,1816,219,"DL",2181,"N990DL","LGA","MCO",124,950,15,15,2013-07-13 15:00:00
"330",2013,4,19,553,600,-7,829,845,-16,"B6",145,"N590JB","JFK","PBI",133,1028,6,0,2013-04-19 06:00:00
"331",2013,7,12,1819,1825,-6,2021,2032,-11,"DL",1715,"N331NB","LGA","MSY",156,1183,18,25,2013-07-12 18:00:00
"332",2013,3,12,558,610,-12,912,915,-3,"AA",1837,"N3DNAA","LGA","MIA",171,1096,6,10,2013-03-12 06:00:00
"333",2013,1,19,1700,1705,-5,1937,1940,-3,"WN",2499,"N218WN","LGA","DEN",246,1620,17,5,2013-01-19 17:00:00
"334",2013,4,28,1445,1450,-5,1725,1745,-20,"AA",1813,"N5FMAA","JFK","MCO",131,944,14,50,2013-04-28 14:00:00
"335",2013,11,17,1554,1555,-1,1719,1740,-21,"EV",5091,"N582CA","LGA","PIT",55,335,15,55,2013-11-17 15:00:00
"336",2013,4,19,721,725,-4,859,905,-6,"AA",305,"N439AA","LGA","ORD",120,733,7,25,2013-04-19 07:00:00
"337",2013,1,9,803,805,-2,1108,1113,-5,"B6",17,"N746JB","JFK","FLL",161,1069,8,5,2013-01-09 08:00:00
"338",2013,3,29,1239,1245,-6,1526,1550,-24,"AA",745,"N3JLAA","LGA","DFW",205,1389,12,45,2013-03-29 12:00:00
"339",2013,3,7,1454,1459,-5,1747,1816,-29,"UA",1134,"N14214","EWR","AUS",214,1504,14,59,2013-03-07 14:00:00
"340",2013,8,21,1824,1824,0,2046,2129,-43,"B6",1013,"N585JB","JFK","LGB",302,2465,18,24,2013-08-21 18:00:00
"341",2013,12,17,1623,1630,-7,1938,1845,53,"DL",2231,"N921DL","LGA","DTW",86,502,16,30,2013-12-17 16:00:00
"342",2013,3,20,1802,1750,12,2130,2105,25,"UA",1127,"N78866","EWR","SFO",359,2565,17,50,2013-03-20 17:00:00
"343",2013,7,15,1712,1700,12,1907,1923,-16,"9E",3448,"N936XJ","JFK","CVG",84,589,17,0,2013-07-15 17:00:00
"344",2013,7,16,1708,1710,-2,1946,2015,-29,"AA",181,"N335AA","JFK","LAX",300,2475,17,10,2013-07-16 17:00:00
"345",2013,5,28,626,632,-6,853,920,-27,"UA",753,"N432UA","LGA","IAH",187,1416,6,32,2013-05-28 06:00:00
"346",2013,5,12,927,930,-3,1232,1240,-8,"WN",972,"N287WN","EWR","AUS",225,1504,9,30,2013-05-12 09:00:00
"347",2013,4,7,1614,1620,-6,1908,1916,-8,"B6",985,"N586JB","LGA","TPA",150,1010,16,20,2013-04-07 16:00:00
"348",2013,12,6,1958,2002,-4,2104,2121,-17,"UA",1703,"N36444","EWR","BOS",39,200,20,2,2013-12-06 20:00:00
"349",2013,3,8,829,750,39,1136,1045,51,"B6",389,"N558JB","LGA","MCO",127,950,7,50,2013-03-08 07:00:00
"350",2013,5,22,2050,1905,105,37,2224,133,"B6",111,"N597JB","JFK","FLL",140,1069,19,5,2013-05-22 19:00:00
"351",2013,9,10,2026,2030,-4,2129,2155,-26,"WN",1707,"N468WN","LGA","MDW",101,725,20,30,2013-09-10 20:00:00
"352",2013,10,15,925,929,-4,1207,1234,-27,"AA",1223,"N513AA","EWR","DFW",201,1372,9,29,2013-10-15 09:00:00
"353",2013,7,20,754,720,34,901,840,21,"WN",2030,"N914WN","LGA","MKE",109,738,7,20,2013-07-20 07:00:00
"354",2013,7,23,1750,1700,50,2044,1923,81,"9E",3448,"N924XJ","JFK","CVG",93,589,17,0,2013-07-23 17:00:00
"355",2013,1,12,1833,1800,33,2108,2016,52,"EV",4397,"N11191","EWR","MCI",174,1092,18,0,2013-01-12 18:00:00
"356",2013,10,26,1303,1206,57,1526,1415,71,"EV",4567,"N21144","EWR","MCI",169,1092,12,6,2013-10-26 12:00:00
"357",2013,5,18,1043,1050,-7,1158,1209,-11,"B6",4,"N304JB","JFK","BUF",58,301,10,50,2013-05-18 10:00:00
"358",2013,8,19,810,815,-5,915,935,-20,"MQ",3355,"N527MQ","LGA","BNA",104,764,8,15,2013-08-19 08:00:00
"359",2013,6,10,555,600,-5,820,850,-30,"AA",707,"N3FJAA","LGA","DFW",190,1389,6,0,2013-06-10 06:00:00
"360",2013,10,3,952,1000,-8,1239,1244,-5,"DL",1847,"N942DL","LGA","ATL",113,762,10,0,2013-10-03 10:00:00
"361",2013,6,9,1809,1735,34,1951,1915,36,"WN",19,"N255WN","EWR","STL",127,872,17,35,2013-06-09 17:00:00
"362",2013,2,1,1942,1945,-3,2227,2241,-14,"9E",3314,"N932XJ","JFK","JAX",125,828,19,45,2013-02-01 19:00:00
"363",2013,2,17,2053,2100,-7,2210,2220,-10,"MQ",3744,"N542MQ","EWR","ORD",109,719,21,0,2013-02-17 21:00:00
"364",2013,3,14,1759,1800,-1,1923,1940,-17,"UA",578,"N843UA","EWR","ORD",109,719,18,0,2013-03-14 18:00:00
"365",2013,9,2,2021,1559,262,2254,1843,251,"DL",847,"N999DN","LGA","ATL",112,762,15,59,2013-09-02 15:00:00
"366",2013,8,27,1401,1245,76,1508,1404,64,"EV",4905,"N717EV","LGA","SYR",37,198,12,45,2013-08-27 12:00:00
"367",2013,9,23,1550,1600,-10,1853,1906,-13,"B6",1117,"N593JB","LGA","TPA",137,1010,16,0,2013-09-23 16:00:00
"368",2013,2,6,1452,1500,-8,1630,1653,-23,"US",720,"N171US","EWR","CLT",79,529,15,0,2013-02-06 15:00:00
"369",2013,11,3,859,905,-6,1058,1114,-16,"DL",181,"N302NB","LGA","DTW",91,502,9,5,2013-11-03 09:00:00
"370",2013,5,31,2000,1930,30,2131,2117,14,"DL",975,"N348NB","LGA","PIT",54,335,19,30,2013-05-31 19:00:00
"371",2013,10,1,1917,1900,17,2123,2133,-10,"DL",245,"N3734B","JFK","PHX",266,2153,19,0,2013-10-01 19:00:00
"372",2013,10,16,1156,1200,-4,1257,1315,-18,"WN",3330,"N951WN","EWR","MDW",105,711,12,0,2013-10-16 12:00:00
"373",2013,12,5,NA,1455,NA,NA,1655,NA,"MQ",2815,"N644MQ","JFK","CLE",NA,425,14,55,2013-12-05 14:00:00
"374",2013,12,13,645,645,0,951,955,-4,"AA",1107,"N3ATAA","LGA","DFW",217,1389,6,45,2013-12-13 06:00:00
"375",2013,10,11,1829,1815,14,2146,2135,11,"AA",1611,"N3KRAA","LGA","MIA",149,1096,18,15,2013-10-11 18:00:00
"376",2013,5,13,1626,1545,41,1826,1823,3,"DL",2143,"N3752","JFK","ATL",99,760,15,45,2013-05-13 15:00:00
"377",2013,8,30,1310,1246,24,1501,1514,-13,"UA",1605,"N75425","EWR","LAS",264,2227,12,46,2013-08-30 12:00:00
"378",2013,1,19,1000,1005,-5,1335,1326,9,"DL",2044,"N966DL","LGA","MIA",159,1096,10,5,2013-01-19 10:00:00
"379",2013,2,27,1435,1300,95,1530,1406,84,"9E",3638,"N834AY","JFK","PHL",31,94,13,0,2013-02-27 13:00:00
"380",2013,6,5,836,807,29,1137,1100,37,"UA",518,"N445UA","EWR","DFW",194,1372,8,7,2013-06-05 08:00:00
"381",2013,1,13,1531,1500,31,1809,1742,27,"DL",2347,"N900PC","LGA","ATL",118,762,15,0,2013-01-13 15:00:00
"382",2013,5,25,1723,1715,8,2031,2034,-3,"DL",1863,"N323NB","JFK","SAT",208,1587,17,15,2013-05-25 17:00:00
"383",2013,4,7,1947,1950,-3,2227,2229,-2,"UA",1482,"N17719","EWR","PHX",310,2133,19,50,2013-04-07 19:00:00
"384",2013,8,7,1555,1600,-5,1737,1747,-10,"EV",5091,"N741EV","LGA","PIT",56,335,16,0,2013-08-07 16:00:00
"385",2013,1,6,1445,1450,-5,1734,1755,-21,"AA",1813,"N5EUAA","JFK","MCO",144,944,14,50,2013-01-06 14:00:00
"386",2013,2,10,1927,1925,2,2053,2045,8,"9E",4127,"N8577D","JFK","IAD",47,228,19,25,2013-02-10 19:00:00
"387",2013,10,20,1329,1330,-1,1456,1510,-14,"AA",331,"N4YDAA","LGA","ORD",121,733,13,30,2013-10-20 13:00:00
"388",2013,5,31,2002,1728,154,2254,2040,134,"UA",399,"N545UA","EWR","LAX",322,2454,17,28,2013-05-31 17:00:00
"389",2013,1,19,1303,1303,0,1420,1424,-4,"B6",32,"N183JB","JFK","ROC",51,264,13,3,2013-01-19 13:00:00
"390",2013,11,18,1555,1600,-5,1832,1841,-9,"DL",847,"N921DL","LGA","ATL",120,762,16,0,2013-11-18 16:00:00
"391",2013,1,2,827,820,7,1315,1329,-14,"DL",301,"N670DN","JFK","SJU",188,1598,8,20,2013-01-02 08:00:00
"392",2013,2,5,601,600,1,711,703,8,"US",2114,"N756US","LGA","BOS",36,184,6,0,2013-02-05 06:00:00
"393",2013,10,22,655,705,-10,953,953,0,"DL",2285,"N316NB","LGA","MCO",142,950,7,5,2013-10-22 07:00:00
"394",2013,10,12,2110,2110,0,2321,2341,-20,"EV",5811,"N13956","EWR","JAX",115,820,21,10,2013-10-12 21:00:00
"395",2013,11,7,2125,2005,80,2245,2130,75,"EV",4224,"N14960","EWR","MKE",113,725,20,5,2013-11-07 20:00:00
"396",2013,1,1,2002,1955,7,2306,2310,-4,"AA",1709,"N3GSAA","LGA","MIA",159,1096,19,55,2013-01-01 19:00:00
"397",2013,10,5,834,830,4,1128,1130,-2,"UA",281,"N536UA","EWR","SFO",327,2565,8,30,2013-10-05 08:00:00
"398",2013,3,3,730,730,0,1004,1040,-36,"AA",715,"N503AA","LGA","DFW",183,1389,7,30,2013-03-03 07:00:00
"399",2013,4,18,1624,1340,164,1917,1640,157,"AA",753,"N3ERAA","LGA","DFW",202,1389,13,40,2013-04-18 13:00:00
"400",2013,12,15,654,655,-1,927,940,-13,"AA",1263,"N3DDAA","JFK","LAS",309,2248,6,55,2013-12-15 06:00:00
"401",2013,5,25,1729,1729,0,2036,2110,-34,"VX",193,"N633VA","EWR","SFO",349,2565,17,29,2013-05-25 17:00:00
"402",2013,8,21,2052,2055,-3,2314,2341,-27,"UA",447,"N411UA","EWR","MCO",124,937,20,55,2013-08-21 20:00:00
"403",2013,9,4,1147,1147,0,1445,1505,-20,"UA",1246,"N30401","EWR","SFO",332,2565,11,47,2013-09-04 11:00:00
"404",2013,6,6,1721,1727,-6,2039,2024,15,"UA",435,"N822UA","EWR","SAN",330,2425,17,27,2013-06-06 17:00:00
